Symbol,logFC,p_value
C1orf109,-0.522149274,0.000279324
CDCA8,0.646953195,0.999988109
MANEAL,-0.546036234,0.999988109
AL929472.3,-2.84E-12,0.999988109
YRDC,-0.38929341,6.39E-09
C1orf122,-0.498270981,0.005981078
MTF1,-0.027433146,0.999988109
AL929472.2,-2.84E-12,0.999988109
INPP5B,-1.38540284,0.06451462
SF3A3,0.120254478,0.301092873
FHL3,0.812269364,0.012404416
UTP11,0.053794629,0.999988109
POU3F1,2.174183613,0.000736579
AL139158.3,-2.84E-12,0.999988109
LINC01343,-2.84E-12,0.999988109
LINC01685,-2.84E-12,0.999988109
AL354702.2,-2.84E-12,0.999988109
RRAGC,-0.756890301,0.712104485
AL139260.1,-1.868140608,0.848611457
MYCBP,-0.521816739,0.102997636
AL139260.3,-2.84E-12,0.999988109
GJA9,-2.84E-12,0.999988109
RHBDL2,-2.84E-12,0.999988109
AKIRIN1,0.049810713,0.999988109
NDUFS5,0.019139954,0.999988109
MACF1,-0.250337334,0.309734909
BMP8A,4.257367023,0.999988109
PABPC4,-0.182373286,0.03253739
HEYL,15.86284666,0.999988109
AL035404.2,-2.84E-12,0.999988109
NT5C1A,-2.84E-12,0.999988109
PPIE,0.253630987,0.407403414
BMP8B,-2.286530392,0.999988109
OXCT2,-0.182515726,0.999988109
AL033527.3,-1.408436366,0.999988109
AL033527.5,-3.760485578,0.705679354
AL033527.4,-2.84E-12,0.999988109
TRIT1,-0.058377097,0.999988109
MYCL,-2.84E-12,0.999988109
AL033527.2,-2.84E-12,0.999988109
MFSD2A,-0.014752746,0.999988109
CAP1,0.192748251,0.115559482
PPT1,-0.109441552,0.999988109
RLF,0.18096821,0.431565646
AL050341.2,-0.743403263,0.715299227
ZMPSTE24,0.008609478,0.999988109
COL9A2,-0.556515298,0.999988109
SMAP2,0.464764016,3.08E-09
AL031985.4,0.054648852,0.999988109
ZFP69B,0.031709745,0.999988109
ZFP69,0.660722737,0.999988109
AL603839.3,-0.908319094,0.929551022
EXO5,-0.813231423,0.045519053
AL603839.1,-2.84E-12,0.999988109
AL603839.2,-2.84E-12,0.999988109
ZNF684,0.808821996,0.703594585
RIMS3,-3.113849807,0.820955973
AL031289.1,-2.84E-12,0.999988109
NFYC-AS1,-0.516177167,0.999988109
NFYC,-0.109172894,0.999988109
KCNQ4,-1.157132221,0.999988109
CITED4,-0.058398824,0.999988109
AC119677.1,-2.84E-12,0.999988109
CTPS1,0.344663061,1.79E-06
SCMH1,-0.163101515,0.999988109
AC093151.3,-2.84E-12,0.999988109
AC093151.2,4.257364264,0.999988109
EDN2,-2.84E-12,0.999988109
HIVEP3,0.112083885,0.175104797
AL445933.2,-2.84E-12,0.999988109
AC119676.1,-2.84E-12,0.999988109
GUCA2B,-2.84E-12,0.999988109
GUCA2A,-2.84E-12,0.999988109
FOXJ3,0.150554161,0.988570391
RIMKLA,-2.84E-12,0.999988109
PPCS,-0.270805379,0.314898731
CCDC30,0.030870206,0.999988109
PPIH,0.019141131,0.999988109
AC098484.2,16.49549026,0.999988109
YBX1,0.140622167,8.45E-12
CLDN19,-2.84E-12,0.999988109
P3H1,0.213418587,0.999988109
C1orf50,0.058087099,0.999988109
AC098484.3,0.213287001,0.999988109
AC098484.1,-2.84E-12,0.999988109
SVBP,-0.066758615,0.999988109
ERMAP,-0.208137586,0.999988109
AL512353.1,-1.321771516,0.999988109
ZNF691,-0.268442034,0.999988109
SLC2A1,0.281833204,0.790047702
SLC2A1-AS1,4.257363328,0.999988109
AC099795.1,-2.84E-12,0.999988109
FAM183A,-2.84E-12,0.999988109
EBNA1BP2,-0.115152034,0.07623459
TMEM125,-2.84E-12,0.999988109
C1orf210,-2.84E-12,0.999988109
TIE1,-1.372080688,0.999988109
MPL,-2.84E-12,0.999988109
ELOVL1,0.084378586,0.999988109
MED8,-0.097206618,0.999988109
SZT2,-0.229778822,0.999988109
SZT2-AS1,15.862814,0.999988109
HYI,-0.595348138,0.722696549
PTPRF,4.257358838,0.999988109
KDM4A,0.440929649,0.911103471
KDM4A-AS1,-0.253232451,0.999988109
ST3GAL3,0.732021376,0.999988109
AL451062.1,-2.84E-12,0.999988109
ARTN,16.90231111,0.999988109
AL357079.1,-0.97937125,0.999988109
IPO13,-0.343096409,0.999988109
DPH2,0.07567517,0.999988109
ATP6V0B,0.330370501,1.06E-08
B4GALT2,0.545209155,0.141159693
CCDC24,-0.598177762,0.999988109
SLC6A9,0.050725102,0.999988109
AL139220.2,-0.115176087,0.999988109
KLF17,-2.84E-12,0.999988109
DMAP1,0.078341782,0.999988109
ERI3,0.229028538,0.598904585
RNF220,-0.509910969,1.25E-05
TMEM53,0.154692589,0.999988109
ARMH1,-0.384556138,0.001546098
AL592166.1,-1.03810653,0.777882505
RPS8,0.054714841,0.003325156
BEST4,-3.925919115,0.000557963
PLK3,-0.262871852,4.36E-05
BTBD19,-0.526507144,0.06928842
EIF2B3,0.214479747,0.379655415
HECTD3,0.384219639,0.642033671
UROD,0.551500756,0.008766106
ZSWIM5,-4.591996448,0.190382206
LINC01144,-0.466840133,0.999988109
HPDL,-0.223712545,0.999988109
MUTYH,-0.074138599,0.999988109
TOE1,-0.08455125,0.999988109
TESK2,-0.942404395,0.023167775
MMACHC,0.541027595,0.714499567
PRDX1,0.038200325,0.636505711
AKR1A1,0.372605538,4.01E-05
NASP,0.030255721,0.999988109
CCDC17,0.877438808,0.999988109
GPBP1L1,0.046867427,0.999988109
TMEM69,-0.183361931,0.847616467
IPP,0.306845461,0.999988109
MAST2,-0.416861635,0.700048104
PIK3R3,-1.879550398,0.856635962
AL358075.4,-2.84E-12,0.999988109
AL358075.1,16.90231113,0.999988109
AL358075.2,-2.84E-12,0.999988109
AL672043.1,-2.84E-12,0.999988109
POMGNT1,0.495633979,0.614833283
LURAP1,#NAME?,0.201785062
RAD54L,15.86282931,0.999988109
LRRC41,0.049855655,0.999988109
UQCRH,-0.003314363,0.999988109
NSUN4,-0.2369113,0.727509068
FAAH,-2.303414722,0.043404413
DMBX1,-2.84E-12,0.999988109
AL136373.1,-3.114007595,0.820955973
MKNK1-AS1,15.86283294,0.999988109
KNCN,-2.84E-12,0.999988109
MKNK1,-0.104146829,0.999988109
MOB3C,-0.390404852,0.999988109
ATPAF1,-0.661241218,0.34953613
TEX38,-2.84E-12,0.999988109
EFCAB14-AS1,-2.84E-12,0.999988109
EFCAB14,-0.086076744,0.999988109
CYP4B1,-2.84E-12,0.999988109
CYP4A11,-2.84E-12,0.999988109
CYP4X1,-2.84E-12,0.999988109
CYP4Z1,-2.84E-12,0.999988109
CYP4A22-AS1,-2.84E-12,0.999988109
CYP4A22,-2.84E-12,0.999988109
LINC00853,-2.84E-12,0.999988109
PDZK1IP1,-2.84E-12,0.999988109
TAL1,-2.84E-12,0.999988109
AL135960.1,-2.84E-12,0.999988109
STIL,-1.550322635,0.332950889
CMPK1,0.215530287,0.083771849
LINC01389,-2.84E-12,0.999988109
FOXE3,-2.84E-12,0.999988109
FOXD2-AS1,-0.384867258,0.999988109
LINC01738,-2.84E-12,0.999988109
AL691459.1,-2.84E-12,0.999988109
AC096541.1,-2.84E-12,0.999988109
AL356289.1,-2.84E-12,0.999988109
AL356289.2,-2.84E-12,0.999988109
AL109659.1,-2.84E-12,0.999988109
SLC5A9,-2.84E-12,0.999988109
AL109659.2,-2.84E-12,0.999988109
SPATA6,15.86278441,0.999988109
AGBL4,-2.84E-12,0.999988109
BEND5,#NAME?,0.208372552
AC099788.1,-2.84E-12,0.999988109
AL590432.1,-2.84E-12,0.999988109
ELAVL4,-2.84E-12,0.999988109
AL592182.2,-2.84E-12,0.999988109
AL592182.1,-2.84E-12,0.999988109
AL596275.2,-2.84E-12,0.999988109
AL592182.3,-2.84E-12,0.999988109
DMRTA2,-2.84E-12,0.999988109
FAF1,0.31459752,0.999988109
AL049637.1,-2.84E-12,0.999988109
CDKN2C,-2.110765299,0.632483887
C1orf185,-2.84E-12,0.999988109
RNF11,-0.283944772,0.144651879
AL162430.2,-2.84E-12,0.999988109
TTC39A,4.257360706,0.999988109
EPS15,0.939341516,1.82E-10
AC104170.1,-2.21290982,0.795132757
OSBPL9,0.173600651,0.999988109
NRDC,0.309782646,0.3052754
AL050343.1,-4.948370844,0.167932962
AL050343.2,15.86283534,0.999988109
RAB3B,-1.473433604,0.999988109
TXNDC12,0.096958611,0.999988109
KTI12,-0.066930315,0.999988109
TXNDC12-AS1,15.86283723,0.999988109
BTF3L4,0.065514225,0.999988109
ZFYVE9,-0.448720054,0.852222335
CC2D1B,-0.060678934,0.999988109
PRPF38A,-0.093158324,0.999988109
TUT4,0.20601001,0.687542517
AL591167.1,-2.84E-12,0.999988109
GPX7,-0.06217188,0.999988109
SHISAL2A,-0.131127126,0.999988109
COA7,-0.225687796,0.774243519
ZYG11B,0.03771766,0.999988109
ZYG11A,-2.84E-12,0.999988109
AC099677.4,-2.84E-12,0.999988109
ECHDC2,-0.746105669,0.339612362
SCP2,0.333763209,0.310177511
PODN,-2.84E-12,0.999988109
AL445183.1,-2.84E-12,0.999988109
SLC1A7,-2.84E-12,0.999988109
AL445183.2,-2.84E-12,0.999988109
CPT2,-0.843596249,0.608644396
AL606760.2,-5.797933394,0.477591176
C1orf123,-0.123512244,0.999988109
AL606760.3,-0.73181537,0.999988109
MAGOH,-0.010323734,0.999988109
LRP8,0.228473847,0.999988109
AL355483.2,-2.84E-12,0.999988109
AL355483.3,-2.84E-12,0.999988109
LINC01771,-0.797320356,0.999988109
AC119428.1,-2.84E-12,0.999988109
AC119428.2,-2.84E-12,0.999988109
GLIS1,-2.84E-12,0.999988109
NDC1,-0.235177929,0.61845771
YIPF1,0.195423962,0.999988109
DIO1,-2.84E-12,0.999988109
HSPB11,0.767705455,3.09E-06
LRRC42,-0.054973349,0.999988109
LDLRAD1,-2.84E-12,0.999988109
TMEM59,-0.156654154,0.878856552
TCEANC2,-0.462030965,0.999988109
AL357673.1,-2.84E-12,0.999988109
CDCP2,-2.84E-12,0.999988109
AL357673.2,-2.84E-12,0.999988109
CYB5RL,-0.322156214,0.999988109
MRPL37,0.194171924,0.319469292
SSBP3,-0.257863242,0.999988109
SSBP3-AS1,-2.84E-12,0.999988109
AL161644.1,-2.84E-12,0.999988109
AL035415.1,-2.84E-12,0.999988109
AC099796.1,-2.84E-12,0.999988109
ACOT11,15.86280964,0.999988109
FAM151A,-2.84E-12,0.999988109
MROH7-TTC4,#NAME?,0.201785062
TTC4,-0.155985581,0.999988109
PARS2,-0.043760518,0.999988109
TTC22,-0.382734613,0.999988109
AC096536.2,-2.84E-12,0.999988109
LEXM,-2.84E-12,0.999988109
DHCR24,1.242863364,0.003311339
AC096536.3,0.578093967,0.999988109
TMEM61,-2.84E-12,0.999988109
AL590440.1,-2.84E-12,0.999988109
BSND,-2.84E-12,0.999988109
PCSK9,-2.84E-12,0.999988109
USP24,0.276342076,0.452572647
MIR4422HG,-1.943521586,0.356391444
AL603840.1,-2.84E-12,0.999988109
LINC01753,-2.84E-12,0.999988109
LINC01755,-2.84E-12,0.999988109
AL353681.1,-2.84E-12,0.999988109
AC119674.1,-2.84E-12,0.999988109
AC119674.2,-2.84E-12,0.999988109
LINC01767,-2.84E-12,0.999988109
PLPP3,-2.84E-12,0.999988109
FYB2,-2.84E-12,0.999988109
AL360295.1,-2.84E-12,0.999988109
C8A,-2.84E-12,0.999988109
C8B,-2.84E-12,0.999988109
AL161740.1,-2.84E-12,0.999988109
DAB1,-2.84E-12,0.999988109
AL390243.1,-2.84E-12,0.999988109
DAB1-AS1,-2.84E-12,0.999988109
AL445193.2,-2.84E-12,0.999988109
OMA1,-0.708722193,0.915999213
TACSTD2,15.86279692,0.999988109
MYSM1,0.056294557,0.999988109
AL136985.3,-2.84E-12,0.999988109
JUN,0.179786837,0.824503153
AL136985.2,-2.84E-12,0.999988109
AL136985.1,-2.84E-12,0.999988109
AC105277.1,-2.84E-12,0.999988109
LINC01358,15.86281769,0.999988109
AL592431.2,-2.84E-12,0.999988109
AL592431.1,-0.858711611,0.999988109
AC093424.1,-2.84E-12,0.999988109
AL035416.1,-2.84E-12,0.999988109
HOOK1,-1.749059398,4.49E-35
C1orf87,-2.84E-12,0.999988109
AC097066.1,-2.84E-12,0.999988109
LINC01748,-2.84E-12,0.999988109
AC099792.1,-2.84E-12,0.999988109
NFIA-AS2,-2.84E-12,0.999988109
AC099791.3,-2.84E-12,0.999988109
TM2D1,0.206988825,0.916507616
AC099791.2,-2.84E-12,0.999988109
PATJ,-1.015060957,0.53122385
L1TD1,-1.121056583,0.999988109
KANK4,15.86279019,0.999988109
USP1,0.013994528,0.999988109
DOCK7,-1.951366585,0.183354395
ANGPTL3,-2.84E-12,0.999988109
AC103923.1,-2.84E-12,0.999988109
ATG4C,-1.659033486,0.309690624
AC099794.1,-2.84E-12,0.999988109
LINC01739,-2.84E-12,0.999988109
AL162400.1,-2.84E-12,0.999988109
AL162400.2,-2.84E-12,0.999988109
AC096543.1,-2.84E-12,0.999988109
AC096543.2,-2.84E-12,0.999988109
FOXD3-AS1,-2.84E-12,0.999988109
FOXD3,-2.84E-12,0.999988109
ALG6,-0.453853067,0.549867513
ITGB3BP,-1.231792089,0.004540265
EFCAB7,-0.209628918,0.999988109
PGM1,0.038774565,0.999988109
ROR1,-2.84E-12,0.999988109
ROR1-AS1,-2.84E-12,0.999988109
AL445205.1,-2.84E-12,0.999988109
UBE2U,-2.84E-12,0.999988109
RAVER2,-2.84E-12,0.999988109
JAK1,-0.43830722,9.14E-05
AL357078.3,-2.84E-12,0.999988109
AK4,-2.179921846,0.000106814
DNAJC6,-4.209631666,0.004711929
AL139294.1,-2.84E-12,0.999988109
LEPROT,-1.030983735,0.007683855
AL513493.1,-2.84E-12,0.999988109
PDE4B,-0.163874583,0.999988109
AL590783.1,-2.84E-12,0.999988109
SGIP1,-2.84E-12,0.999988109
TCTEX1D1,15.86279232,0.999988109
INSL5,-2.84E-12,0.999988109
WDR78,0.9769252,0.999988109
AL592161.1,-2.84E-12,0.999988109
MIER1,0.164734364,0.289414339
SLC35D1,0.393604088,0.820955973
C1orf141,-2.84E-12,0.999988109
IL23R,-5.615003483,7.07E-10
IL12RB2,1.093165778,5.39E-06
SERBP1,0.029741344,0.999988109
LINC01702,-2.84E-12,0.999988109
GADD45A,-0.64708742,1.96E-13
GNG12,#NAME?,0.208372552
GNG12-AS1,-2.84E-12,0.999988109
DIRAS3,19.39912807,0.999988109
WLS,-2.84E-12,0.999988109
RPE65,-2.84E-12,0.999988109
DEPDC1,-2.84E-12,0.999988109
AL138789.1,-2.84E-12,0.999988109
DEPDC1-AS1,-2.84E-12,0.999988109
AL035412.1,-2.84E-12,0.999988109
AL033530.1,-2.84E-12,0.999988109
AL691520.1,-2.84E-12,0.999988109
LINC01707,-2.84E-12,0.999988109
AL512271.1,-2.84E-12,0.999988109
LINC01758,-2.84E-12,0.999988109
LRRC7,-3.758336068,0.856311757
AL158840.1,-2.84E-12,0.999988109
LRRC40,-0.196261833,0.999988109
SRSF11,0.034164929,0.999988109
AL353771.1,-2.84E-12,0.999988109
ANKRD13C,0.112240103,0.999988109
HHLA3,1.346879749,0.999988109
AL158839.1,-2.84E-12,0.999988109
CTH,-1.509336862,0.166406088
AL354872.2,-2.84E-12,0.999988109
LINC01788,-2.84E-12,0.999988109
AL513285.1,-2.84E-12,0.999988109
PTGER3,-2.84E-12,0.999988109
AL031429.1,-2.84E-12,0.999988109
ZRANB2-AS1,-0.89797169,0.999988109
ZRANB2,-0.144204132,0.25766124
NEGR1,-2.84E-12,0.999988109
AL354949.1,-2.84E-12,0.999988109
AL583808.1,-2.84E-12,0.999988109
AL583808.2,-2.84E-12,0.999988109
LINC01360,-2.84E-12,0.999988109
LINC02238,-2.84E-12,0.999988109
FPGT,0.882775103,0.999988109
FPGT-TNNI3K,-2.84E-12,0.999988109
TNNI3K,-2.84E-12,0.999988109
AC093158.1,-2.84E-12,0.999988109
AC105271.1,-2.84E-12,0.999988109
LRRC53,-2.84E-12,0.999988109
ERICH3,-2.84E-12,0.999988109
ERICH3-AS1,-2.84E-12,0.999988109
CRYZ,2.380673323,0.034019595
TYW3,0.134946725,0.814219794
AC133865.1,-2.84E-12,0.999988109
AC099786.3,-2.84E-12,0.999988109
AC099786.1,-2.84E-12,0.999988109
LHX8,-2.84E-12,0.999988109
AC099786.2,-2.84E-12,0.999988109
AL357314.1,-2.84E-12,0.999988109
ACADM,-0.106560152,0.999988109
RABGGTB,0.5331399,2.98E-16
MSH4,-2.84E-12,0.999988109
ASB17,-2.84E-12,0.999988109
AC092813.1,-2.84E-12,0.999988109
AC092813.2,-2.84E-12,0.999988109
ST6GALNAC3,-3.900805712,0.241567797
AC104458.1,-2.84E-12,0.999988109
LINC02567,-2.84E-12,0.999988109
ST6GALNAC5,15.86281865,0.999988109
AL035409.1,-2.84E-12,0.999988109
PIGK,-1.011108831,0.119477736
AK5,-2.50695969,0.999988109
AC095030.1,-2.84E-12,0.999988109
AC118549.1,-0.325990208,0.102010049
USP33,-0.034945296,0.999988109
MIGA1,-0.039052544,0.999988109
NEXN-AS1,15.86283025,0.999988109
NEXN,2.213125792,0.463731357
FUBP1,-0.130985968,0.272263471
DNAJB4,-0.188684125,0.999988109
AC103591.3,0.117723022,0.999988109
PTGFR,-2.84E-12,0.999988109
IFI44L,-0.429070575,0.999988109
IFI44,-1.21859892,0.327139146
ADGRL4,-2.84E-12,0.999988109
AL353651.2,-2.84E-12,0.999988109
AL353651.1,-2.84E-12,0.999988109
AL353651.3,-2.84E-12,0.999988109
AC099671.1,-2.84E-12,0.999988109
AC098657.2,-2.84E-12,0.999988109
AL606519.1,-2.84E-12,0.999988109
AL136234.1,-2.84E-12,0.999988109
LINC01781,-2.84E-12,0.999988109
AC093154.1,-2.84E-12,0.999988109
ADGRL2,-2.84E-12,0.999988109
AL138799.4,-2.84E-12,0.999988109
AC117944.1,-2.84E-12,0.999988109
AC093580.1,-2.84E-12,0.999988109
LINC01362,-2.84E-12,0.999988109
LINC01361,-2.84E-12,0.999988109
LINC01712,-2.84E-12,0.999988109
LINC01725,-2.84E-12,0.999988109
AL035706.1,-2.84E-12,0.999988109
TTLL7,-2.84E-12,0.999988109
AC104454.2,-2.84E-12,0.999988109
AL359504.2,-2.264786099,0.132569148
PRKACB,0.654614868,0.999988109
SAMD13,-2.84E-12,0.999988109
DNASE2B,-2.84E-12,0.999988109
AL844170.1,-2.84E-12,0.999988109
RPF1,-0.14414473,0.767121188
GNG5,0.064450285,0.543328688
SPATA1,-1.379462865,0.908100919
CTBS,0.220027439,0.999988109
AL359762.2,-2.84E-12,0.999988109
LINC01555,-2.84E-12,0.999988109
SSX2IP,-1.285111316,0.279955032
AC104169.1,-2.84E-12,0.999988109
LPAR3,#NAME?,0.201785062
MCOLN2,1.210461996,9.67E-21
MCOLN3,-2.56679147,0.559456973
SYDE2,-2.24058499,0.04544001
C1orf52,-0.035187862,0.999988109
BCL10,-0.082849684,0.999988109
DDAH1,-2.84E-12,0.999988109
AL360219.1,-2.84E-12,0.999988109
AC092807.3,-2.84E-12,0.999988109
AC092807.2,-2.84E-12,0.999988109
CYR61,-2.84E-12,0.999988109
AC092807.1,-2.84E-12,0.999988109
ZNHIT6,-0.022070905,0.999988109
COL24A1,-2.84E-12,0.999988109
AL136382.1,-2.84E-12,0.999988109
ODF2L,0.266885934,0.999988109
CLCA2,-2.84E-12,0.999988109
CLCA1,-2.84E-12,0.999988109
CLCA4,-2.84E-12,0.999988109
AL356270.1,-2.84E-12,0.999988109
AL049597.2,0.942854772,0.999988109
SH3GLB1,0.375273435,0.046608904
AL355981.1,-2.84E-12,0.999988109
SELENOF,0.01850488,0.999988109
HS2ST1,0.666058273,0.401793458
AL121989.1,-2.84E-12,0.999988109
AC093155.3,-2.84E-12,0.999988109
LINC01140,-2.84E-12,0.999988109
AC099062.1,-2.84E-12,0.999988109
LMO4,-1.827438181,0.007683855
LINC01364,-2.84E-12,0.999988109
PKN2-AS1,-2.84E-12,0.999988109
PKN2,0.133634151,0.999988109
GTF2B,-0.101446398,0.939228912
KYAT3,0.560175874,0.220134844
RBMXL1,-0.22046477,0.999988109
GBP3,-0.913891024,0.667133462
GBP1,-0.067030343,0.999988109
GBP2,0.522797266,3.20E-31
GBP4,0.947654716,1.66E-09
AC099063.4,0.483422602,0.999988109
GBP5,0.456701647,3.74E-06
AC099063.1,-0.993836842,0.999988109
GBP6,15.8628081,0.999988109
LRRC8B,-0.340855518,0.001802172
LRRC8C-DT,1.031101421,0.999988109
LRRC8C,-0.315801667,0.055634331
AC093423.3,-2.84E-12,0.999988109
LRRC8D,0.051491819,0.999988109
AL391497.1,-2.84E-12,0.999988109
ZNF326,0.101568368,0.999988109
AC092783.1,-2.84E-12,0.999988109
BARHL2,-2.84E-12,0.999988109
LINC01763,-2.84E-12,0.999988109
AC091614.1,-2.84E-12,0.999988109
ZNF644,-0.007316696,0.999988109
HFM1,-2.84E-12,0.999988109
CDC7,1.115325272,0.80249586
TGFBR3,-0.692806919,0.026273405
EPHX4,16.902311,0.999988109
BTBD8,-2.84E-12,0.999988109
AC104836.1,-2.84E-12,0.999988109
C1orf146,-2.84E-12,0.999988109
GLMN,0.12957315,0.999988109
RPAP2,0.190603414,0.928201033
GFI1,-0.654602478,3.21E-05
EVI5,0.184207166,0.999988109
RPL5,-0.059510726,0.017966058
FAM69A,0.753016244,0.030966567
MTF2,-0.32064433,0.154201725
TMED5,-0.102641434,0.999988109
CCDC18,0.428692675,0.809094319
DR1,0.541187189,1.10E-06
BCAR3,16.58264022,0.999988109
AL109613.1,-2.84E-12,0.999988109
DNTTIP2,-0.264266757,4.36E-06
GCLM,-0.823192313,4.03E-06
ABCA4,-2.84E-12,0.999988109
AC093579.1,-2.84E-12,0.999988109
ARHGAP29,-2.84E-12,0.999988109
AC097059.1,-2.84E-12,0.999988109
AC097059.2,-2.84E-12,0.999988109
ABCD3,-0.653809595,0.040744331
F3,-2.120469442,0.271616132
AC093117.1,-2.84E-12,0.999988109
SLC44A3,-2.84E-12,0.999988109
CNN3,-3.421470747,2.91E-05
AC105942.1,-2.84E-12,0.999988109
ALG14,0.271980229,0.999988109
AC095033.1,-2.84E-12,0.999988109
TMEM56,-2.84E-12,0.999988109
TMEM56-RWDD3,-2.84E-12,0.999988109
AC092802.1,-2.84E-12,0.999988109
RWDD3,-0.570307209,0.376476877
AC092802.2,-2.84E-12,0.999988109
LINC01760,-2.84E-12,0.999988109
LINC01650,-2.84E-12,0.999988109
AL445218.1,-2.84E-12,0.999988109
LINC01761,-2.84E-12,0.999988109
AL356479.1,-2.84E-12,0.999988109
AL683887.1,-2.84E-12,0.999988109
AC099566.1,-2.84E-12,0.999988109
LINC01787,-2.84E-12,0.999988109
PTBP2,0.356093305,0.999988109
DPYD,-0.989580056,0.021066126
DPYD-AS1,-2.84E-12,0.999988109
DPYD-AS2,-2.84E-12,0.999988109
MIR137HG,-2.84E-12,0.999988109
BX005019.1,-2.84E-12,0.999988109
LINC01776,-2.84E-12,0.999988109
SNX7,-2.84E-12,0.999988109
PLPPR5,-2.84E-12,0.999988109
AL445433.2,-2.84E-12,0.999988109
PLPPR4,-2.84E-12,0.999988109
LINC01708,-2.84E-12,0.999988109
PALMD,-2.84E-12,0.999988109
FRRS1,-2.84E-12,0.999988109
AGL,-0.448120459,0.093443115
AC118553.1,16.90231099,0.999988109
SLC35A3,0.331666401,0.999988109
AC118553.2,1.567709877,0.969278174
MFSD14A,0.315296811,0.355292843
AC093019.2,-2.84E-12,0.999988109
SASS6,-0.536185098,0.999988109
TRMT13,-0.24655697,0.999988109
DBT,-0.151346072,0.999988109
RTCA,-0.248255752,0.650660566
AC104457.2,-2.84E-12,0.999988109
CDC14A,-1.234809473,0.011021605
AL589990.1,-2.84E-12,0.999988109
GPR88,-2.84E-12,0.999988109
LINC01349,-2.84E-12,0.999988109
VCAM1,-2.84E-12,0.999988109
EXTL2,-0.398769699,0.999988109
AC104506.1,-0.426359135,0.999988109
SLC30A7,-0.180302173,0.771487722
DPH5,-0.250174001,0.999988109
AC093157.2,-1.035390204,0.999988109
AC093157.1,0.519564888,0.999988109
AL109741.1,-1.071846647,0.999988109
S1PR1,-1.087410632,0.001167542
LINC01307,-2.84E-12,0.999988109
LINC01709,-0.358064376,0.999988109
OLFM3,-2.84E-12,0.999988109
AC114485.1,-2.84E-12,0.999988109
AC099567.1,-2.84E-12,0.999988109
COL11A1,-2.84E-12,0.999988109
AC095032.2,-2.84E-12,0.999988109
RNPC3,-0.125392505,0.999988109
AMY2B,-0.026616874,0.999988109
AMY2A,-2.84E-12,0.999988109
AMY1A,-2.84E-12,0.999988109
AMY1B,-2.84E-12,0.999988109
AMY1C,-2.84E-12,0.999988109
LINC01676,-2.84E-12,0.999988109
LINC01677,-2.84E-12,0.999988109
AL355306.2,-2.84E-12,0.999988109
LINC01661,-2.84E-12,0.999988109
PRMT6,0.605043806,0.102195885
VAV3,0.051915052,0.999988109
VAV3-AS1,-6.734717343,0.504986657
AL390036.1,15.86281376,0.999988109
SLC25A24,-0.381108348,0.999988109
NBPF4,-2.84E-12,0.999988109
AL359258.1,-2.84E-12,0.999988109
AL390038.1,-2.84E-12,0.999988109
NBPF6,4.25736268,0.999988109
FAM102B,0.438626736,0.999988109
HENMT1,-0.91198075,0.038772664
PRPF38B,-0.134155709,0.475181064
FNDC7,-2.84E-12,0.999988109
AL591719.2,-2.84E-12,0.999988109
STXBP3,0.13424827,0.999988109
AKNAD1,-2.84E-12,0.999988109
SPATA42,-2.84E-12,0.999988109
GPSM2,-0.154865581,0.999988109
CLCC1,-0.469406135,0.888692657
WDR47,-0.43284207,0.783094677
TAF13,-0.078294654,0.999988109
TMEM167B,0.046794562,0.999988109
AL356488.2,0.411694927,0.999988109
C1orf194,0.181202611,0.999988109
KIAA1324,0.490706105,0.999988109
SARS,-0.08989817,0.683716548
MYBPHL,-2.84E-12,0.999988109
SORT1,15.86282139,0.999988109
PSMA5,0.067587409,0.63187497
SYPL2,-2.84E-12,0.999988109
ATXN7L2,0.773353901,0.059513514
CYB561D1,-0.230625209,0.999988109
AMIGO1,-1.31126342,0.999988109
GPR61,-2.84E-12,0.999988109
AL355310.3,-2.84E-12,0.999988109
GNAI3,0.028736884,0.999988109
GNAT2,15.86279914,0.999988109
AMPD2,0.213648299,0.706229593
AL355310.2,16.58259656,0.999988109
GSTM2,-0.579433099,0.999988109
GSTM1,0.23375054,0.999988109
AC000032.1,-2.065519365,0.762882833
GSTM5,-2.84E-12,0.999988109
AL158847.1,16.90231112,0.999988109
GSTM3,-1.258011839,2.92E-16
EPS8L3,-2.84E-12,0.999988109
LINC01768,-2.84E-12,0.999988109
AL450468.1,-2.84E-12,0.999988109
